32	4
33	4
34	5
35	9
36	7
37	12
38	8
39	3
40	5
41	5
42	7
43	9
44	4
45	5
46	4
47	5
48	7
49	7
50	7
51	7
52	7
53	7
54	7
55	7
56	7
57	7
58	5
59	5
60	9
61	9
62	9
63	6
64	10
65	8
66	8
67	9
68	9
69	7
70	6
71	9
72	8
73	5
74	5
75	8
76	6
77	9
78	8
79	9
80	7
81	9
82	8
83	8
84	7
85	8
86	8
87	11
88	8
89	7
90	8
91	5
92	5
93	5
94	9
95	7
96	7
97	7
98	7
99	6
100	7
101	7
102	4
103	7
104	7
105	3
106	4
107	7
108	3
109	11
110	7
111	7
112	7
113	7
114	5
115	6
116	4
117	7
118	7
119	9
120	7
121	7
122	6
123	7
124	5
125	7
126	9
160	4
161	4
162	7
163	7
164	7
165	7
166	5
167	7
168	7
169	11
170	6
171	7
172	9
173	5
174	11
175	7
176	6
177	9
178	6
179	6
180	7
181	7
182	7
183	4
184	7
185	6
186	6
187	7
188	11
189	11
190	11
191	6
192	8
193	8
194	8
195	8
196	8
197	8
198	11
199	9
200	7
201	7
202	7
203	7
204	5
205	5
206	5
207	5
208	9
209	8
210	9
211	9
212	9
213	9
214	9
215	9
216	9
217	8
218	8
219	8
220	8
221	7
222	7
223	7
224	7
225	7
226	7
227	7
228	7
229	7
230	11
231	6
232	7
233	7
234	7
235	7
236	3
237	3
238	3
239	3
240	7
241	7
242	7
243	7
244	7
245	7
246	7
247	9
248	7
249	7
250	7
251	7
252	7
253	7
254	7
255	7
256	8
257	7
258	8
259	7
260	8
261	7
262	9
263	6
264	9
265	6
266	9
267	6
268	9
269	6
270	9
271	7
272	9
273	7
274	7
275	7
276	7
277	7
278	7
279	7
280	7
281	7
282	7
283	7
284	9
285	7
286	9
287	7
288	9
289	7
290	9
291	7
292	8
293	7
294	8
295	7
296	5
297	3
298	5
299	3
300	5
301	3
302	5
303	3
304	5
305	3
306	10
307	7
308	5
309	4
310	8
311	7
312	7
313	6
314	3
315	6
316	3
317	6
318	3
319	6
320	5
321	6
322	3
323	8
324	7
325	8
326	7
327	8
328	7
329	8
330	8
331	7
332	9
333	7
334	9
335	7
336	9
337	7
338	12
339	11
340	8
341	5
342	8
343	5
344	8
345	5
346	8
347	6
348	8
349	6
350	8
351	6
352	8
353	6
354	7
355	4
356	7
357	4
358	7
359	4
360	8
361	7
362	8
363	7
364	8
365	7
366	8
367	7
368	8
369	7
370	8
371	7
372	11
373	9
374	7
375	7
376	7
377	8
378	6
379	8
380	6
381	8
382	6
383	3
399	8
402	7
416	9
417	7
431	8
432	7
506	8
507	7
508	11
509	11
510	9
511	7
536	8
537	6
538	7
539	4
601	7
710	7
711	7
713	7
728	7
729	7
730	7
731	7
732	7
733	7
768	0
769	0
771	0
777	0
803	0
894	5
900	7
901	7
902	8
903	5
904	8
905	9
906	6
908	10
910	9
911	9
912	3
913	8
914	8
915	6
916	8
917	7
918	8
919	8
920	9
921	5
922	8
923	8
924	9
925	8
926	7
927	9
928	8
929	7
931	7
932	7
933	7
934	9
935	8
936	9
937	9
938	5
939	7
940	7
941	6
942	7
943	3
944	7
945	7
946	7
947	7
948	7
949	6
950	5
951	7
952	7
953	3
954	7
955	7
956	7
957	7
958	6
959	7
960	7
961	7
962	6
963	7
964	5
965	7
966	9
967	7
968	9
969	9
970	3
971	7
972	7
973	7
974	9
1025	7
1026	9
1027	6
1028	9
1029	8
1030	5
1031	5
1032	5
1033	13
1034	12
1035	9
1036	8
1037	8
1038	8
1039	8
1040	8
1041	8
1042	8
1043	6
1044	8
1045	7
1046	11
1047	7
1048	8
1049	8
1050	8
1051	8
1052	9
1053	8
1054	9
1055	8
1056	7
1057	9
1058	7
1059	8
1060	9
1061	8
1062	9
1063	8
1064	11
1065	12
1066	9
1067	10
1068	7
1069	9
1070	11
1071	8
1072	7
1073	7
1074	7
1075	5
1076	8
1077	7
1078	9
1079	6
1080	7
1081	7
1082	7
1083	7
1084	7
1085	7
1086	7
1087	7
1088	7
1089	6
1090	5
1091	7
1092	9
1093	7
1094	8
1095	7
1096	9
1097	10
1098	8
1099	9
1100	7
1101	7
1102	10
1103	7
1105	7
1106	7
1107	5
1108	7
1109	6
1110	3
1111	3
1112	4
1113	10
1114	11
1115	7
1116	7
1117	7
1118	7
1119	7
1168	6
1169	5
1170	6
1171	5
1174	11
1175	9
1178	8
1179	7
1180	8
1181	7
1186	8
1187	7
1198	7
1199	7
1200	7
1201	7
1202	8
1203	7
1208	8
1209	7
1210	8
1211	7
1240	8
1241	7
1256	9
1257	7
1380	7
1408	7
3647	8
7808	11
7809	9
7810	11
7811	9
7812	11
7813	9
7840	8
7841	7
7842	8
7843	7
7844	8
7845	7
7846	8
7847	7
7848	8
7849	7
7850	8
7851	7
7852	8
7853	7
7854	8
7855	7
7856	8
7857	7
7858	8
7859	7
7860	8
7861	7
7862	8
7863	7
7864	7
7865	7
7866	7
7867	7
7868	7
7869	7
7870	7
7871	7
7872	7
7873	7
7874	7
7875	7
7876	7
7877	7
7878	7
7879	7
7880	5
7881	3
7882	5
7883	3
7884	9
7885	7
7886	9
7887	7
7888	9
7889	7
7890	9
7891	7
7892	9
7893	7
7894	9
7895	7
7896	9
7897	7
7898	9
7899	7
7900	9
7901	7
7902	9
7903	7
7904	9
7905	7
7906	9
7907	7
7908	8
7909	7
7910	8
7911	7
7912	8
7913	7
7914	8
7915	7
7916	8
7917	7
7918	8
7919	7
7920	8
7921	7
7922	7
7923	7
7924	7
7925	7
7926	7
7927	7
7928	7
7929	7
8210	7
8211	7
8212	11
8213	11
8215	7
8216	3
8217	3
8218	3
8219	3
8220	5
8221	5
8222	5
8223	5
8224	7
8225	7
8226	6
8230	9
8240	17
8242	4
8243	6
8244	6
8249	5
8250	5
8252	7
8254	7
8260	4
8308	6
8309	6
8311	6
8312	6
8319	6
8352	7
8353	8
8354	8
8355	7
8356	7
8357	11
